module	genome_name	db_name	stepwise_module_completeness	stepwise_module_is_complete	step_id	step	step_completeness	step_copy_number
M00552	KMM358	KMM358	0.4	False	3	K00134	1	2
M00552	KMM358	KMM358	0.4	False	4	K00927	1	1
M00129	KMM358	KMM358	0.2857142857142857	False	0	K00963	1	1
M00129	KMM358	KMM358	0.2857142857142857	False	1	K00012	1	1
M00129	KMM358	KMM358	0.2857142857142857	False	2	K00699	0	0
M00129	KMM358	KMM358	0.2857142857142857	False	3	K01195	0	0
M00129	KMM358	KMM358	0.2857142857142857	False	4	K00002	0	0
M00129	KMM358	KMM358	0.2857142857142857	False	5	K01053	0	0
M00129	KMM358	KMM358	0.2857142857142857	False	6	K00103	0	0
M00114	KMM358	KMM358	0.125	False	0	K01809	1	1
M00114	KMM358	KMM358	0.125	False	1	K17497	0	0
M00114	KMM358	KMM358	0.125	False	2	K00966	0	0
M00114	KMM358	KMM358	0.125	False	3	K10046	0	0
M00114	KMM358	KMM358	0.125	False	4	K14190	0	0
M00114	KMM358	KMM358	0.125	False	5	K10047	0	0
M00114	KMM358	KMM358	0.125	False	6	K17744	0	0
M00114	KMM358	KMM358	0.125	False	7	K00225	0	0
M00550	KMM358	KMM358	0.2	False	0	K02821+K02822+K03475	1	1
M00550	KMM358	KMM358	0.2	False	1	K03476	0	0
M00550	KMM358	KMM358	0.2	False	2	K03078	0	0
M00550	KMM358	KMM358	0.2	False	3	K03079	0	0
M00550	KMM358	KMM358	0.2	False	4	K03077	0	0
M00854	KMM358	KMM358	1.0	True	0	(K00963 (K00693+K00750,K16150,K16153,K13679,K20812)),(K00975 (K00703,K13679,K20812))	1	1
M00854	KMM358	KMM358	1.0	True	1	(K00700,K16149)	1	2
M00855	KMM358	KMM358	1.0	True	0	(K00688,K16153)	1	1
M00855	KMM358	KMM358	1.0	True	1	(K01196,((K00705,K22451) (K02438,K01200)))	1	1
M00855	KMM358	KMM358	1.0	True	2	(K15779,K01835,K15778)	1	1
M00565	KMM358	KMM358	0.6666666666666666	False	0	K00975	1	3
M00565	KMM358	KMM358	0.6666666666666666	False	1	K00703	1	1
M00565	KMM358	KMM358	0.6666666666666666	False	2	(K00700,K16149)	1	2
M00565	KMM358	KMM358	0.6666666666666666	False	3	K01214	1	1
M00565	KMM358	KMM358	0.6666666666666666	False	4	K06044	0	0
M00565	KMM358	KMM358	0.6666666666666666	False	5	K01236	0	0
M00012	KMM358	KMM358	0.8	True	0	(K01647,K01659)	1	2
M00012	KMM358	KMM358	0.8	True	1	(K01681,K27802,K01682)	1	1
M00012	KMM358	KMM358	0.8	True	2	K01637	1	1
M00012	KMM358	KMM358	0.8	True	3	(K01638,K19282)	1	1
M00012	KMM358	KMM358	0.8	True	4	(K00026,K00025,K00024)	0	0
M00373	KMM358	KMM358	0.08333333333333333	False	0	K00626	1	1
M00373	KMM358	KMM358	0.08333333333333333	False	1	K00023	0	0
M00373	KMM358	KMM358	0.08333333333333333	False	2	K17865	0	0
M00373	KMM358	KMM358	0.08333333333333333	False	3	K14446	0	0
M00373	KMM358	KMM358	0.08333333333333333	False	4	K14447	0	0
M00373	KMM358	KMM358	0.08333333333333333	False	5	K14448	0	0
M00373	KMM358	KMM358	0.08333333333333333	False	6	K14449	0	0
M00373	KMM358	KMM358	0.08333333333333333	False	7	K08691	0	0
M00373	KMM358	KMM358	0.08333333333333333	False	8	K14451	0	0
M00373	KMM358	KMM358	0.08333333333333333	False	9	K01965+K01966	0	0
M00373	KMM358	KMM358	0.08333333333333333	False	10	K05606	0	0
M00373	KMM358	KMM358	0.08333333333333333	False	11	K01847	0	0
M00740	KMM358	KMM358	0.18181818181818182	False	0	(K01647,K01659)	1	2
M00740	KMM358	KMM358	0.18181818181818182	False	1	K27802	0	0
M00740	KMM358	KMM358	0.18181818181818182	False	2	K00031	1	1
M00740	KMM358	KMM358	0.18181818181818182	False	3	K00261	0	0
M00740	KMM358	KMM358	0.18181818181818182	False	4	K19268+K01846	0	0
M00740	KMM358	KMM358	0.18181818181818182	False	5	K04835	0	0
M00740	KMM358	KMM358	0.18181818181818182	False	6	K19280	0	0
M00740	KMM358	KMM358	0.18181818181818182	False	7	K14449	0	0
M00740	KMM358	KMM358	0.18181818181818182	False	8	K19281	0	0
M00740	KMM358	KMM358	0.18181818181818182	False	9	K19282	0	0
M00740	KMM358	KMM358	0.18181818181818182	False	10	K00024	0	0
M00532	KMM358	KMM358	0.3	False	0	(K01601-K01602)	0	0
M00532	KMM358	KMM358	0.3	False	1	K19269	0	0
M00532	KMM358	KMM358	0.3	False	2	K11517	0	0
M00532	KMM358	KMM358	0.3	False	3	K03781	1	1
M00532	KMM358	KMM358	0.3	False	4	(K14272,K00830,K00827)	0	0
M00532	KMM358	KMM358	0.3	False	5	K00600	1	1
M00532	KMM358	KMM358	0.3	False	6	K00830	0	0
M00532	KMM358	KMM358	0.3	False	7	(K15893,K15919)	0	0
M00532	KMM358	KMM358	0.3	False	8	K15918	0	0
M00532	KMM358	KMM358	0.3	False	9	K00281+K00605+K00382+K02437	1	1
M00013	KMM358	KMM358	0.4	False	0	(K00248,K00232)	0	0
M00013	KMM358	KMM358	0.4	False	1	(K07511,K14729)	0	0
M00013	KMM358	KMM358	0.4	False	2	K05605	1	1
M00013	KMM358	KMM358	0.4	False	3	K23146	0	0
M00013	KMM358	KMM358	0.4	False	4	K00140	1	1
M00982	KMM358	KMM358	0.8571428571428571	True	0	K01659	1	1
M00982	KMM358	KMM358	0.8571428571428571	True	1	(K01720,(K20455 K09788))	1	1
M00982	KMM358	KMM358	0.8571428571428571	True	2	(K01682,K27802)	1	1
M00982	KMM358	KMM358	0.8571428571428571	True	3	(K03417,K01637)	1	2
M00982	KMM358	KMM358	0.8571428571428571	True	4	(K00239+K00240+K00241-(K00242,K18859,K18860),K00244+K00245+K00246-K00247)	1	1
M00982	KMM358	KMM358	0.8571428571428571	True	5	(K01676,K01679,K01677+K01678)	1	1
M00982	KMM358	KMM358	0.8571428571428571	True	6	(K00024,K00116)	0	0
M00968	KMM358	KMM358	0.0	False	0	(((K00757,K26211,K26212) (K21056,K26208)),K18931)	0	0
M00968	KMM358	KMM358	0.0	False	1	K18237	0	0
M00968	KMM358	KMM358	0.0	False	2	(K01601,(K26210 K01636))	0	0
M00131	KMM358	KMM358	0.25	False	0	K01106	0	0
M00131	KMM358	KMM358	0.25	False	1	K01107	0	0
M00131	KMM358	KMM358	0.25	False	2	K01109	0	0
M00131	KMM358	KMM358	0.25	False	3	K01092	1	1
M00165	KMM358	KMM358	0.8181818181818182	True	0	(K00855,K28462)	1	1
M00165	KMM358	KMM358	0.8181818181818182	True	1	(K01601-K01602)	0	0
M00165	KMM358	KMM358	0.8181818181818182	True	2	K00927	1	1
M00165	KMM358	KMM358	0.8181818181818182	True	3	(K05298,K00150,K00134)	1	2
M00165	KMM358	KMM358	0.8181818181818182	True	4	K01803	1	2
M00165	KMM358	KMM358	0.8181818181818182	True	5	(K01623,K01624)	1	2
M00165	KMM358	KMM358	0.8181818181818182	True	6	(K03841,K02446,K11532,K01086)	1	2
M00165	KMM358	KMM358	0.8181818181818182	True	7	K00615	1	1
M00165	KMM358	KMM358	0.8181818181818182	True	8	(K01100,K11532,K01086)	0	0
M00165	KMM358	KMM358	0.8181818181818182	True	9	(K01807,K01808)	1	1
M00165	KMM358	KMM358	0.8181818181818182	True	10	K01783	1	1
M00168	KMM358	KMM358	0.5	False	0	K01595	1	1
M00168	KMM358	KMM358	0.5	False	1	(K00025,K00026,K00024)	0	0
M00169	KMM358	KMM358	0.5	False	0	K00029	1	3
M00169	KMM358	KMM358	0.5	False	1	K01006	0	0
M00172	KMM358	KMM358	0.5	False	0	K01595	1	1
M00172	KMM358	KMM358	0.5	False	1	K00051	0	0
M00172	KMM358	KMM358	0.5	False	2	K00029	1	3
M00172	KMM358	KMM358	0.5	False	3	K01006	0	0
M00171	KMM358	KMM358	0.14285714285714285	False	0	K01595	1	1
M00171	KMM358	KMM358	0.14285714285714285	False	1	K14454	0	0
M00171	KMM358	KMM358	0.14285714285714285	False	2	K14455	0	0
M00171	KMM358	KMM358	0.14285714285714285	False	3	(K00025,K00026)	0	0
M00171	KMM358	KMM358	0.14285714285714285	False	4	K00028	0	0
M00171	KMM358	KMM358	0.14285714285714285	False	5	(K00814,K14272)	0	0
M00171	KMM358	KMM358	0.14285714285714285	False	6	K01006	0	0
M00170	KMM358	KMM358	0.5	False	0	K01595	1	1
M00170	KMM358	KMM358	0.5	False	1	K14454	0	0
M00170	KMM358	KMM358	0.5	False	2	K14455	0	0
M00170	KMM358	KMM358	0.5	False	3	K01610	1	1
M00173	KMM358	KMM358	0.7	False	0	(K00169+K00170+K00171+K00172,K03737)	1	3
M00173	KMM358	KMM358	0.7	False	1	((K01007,K01006) K01595,K01959+K01960,K01958)	1	1
M00173	KMM358	KMM358	0.7	False	2	K00024	0	0
M00173	KMM358	KMM358	0.7	False	3	(K01676,K01679,K01677+K01678)	1	1
M00173	KMM358	KMM358	0.7	False	4	(K00239+K00240-K00241-K00242)	1	2
M00173	KMM358	KMM358	0.7	False	5	(K01902+K01903)	1	1
M00173	KMM358	KMM358	0.7	False	6	(K00174+K00175-K00177-K00176)	0	0
M00173	KMM358	KMM358	0.7	False	7	K00031	1	1
M00173	KMM358	KMM358	0.7	False	8	(K27802,K01682)	1	1
M00173	KMM358	KMM358	0.7	False	9	(K15230+K15231)	0	0
M00376	KMM358	KMM358	0.15384615384615385	False	0	(K02160+K01961+K01962+K01963)	1	1
M00376	KMM358	KMM358	0.15384615384615385	False	1	K14468	0	0
M00376	KMM358	KMM358	0.15384615384615385	False	2	K14469	0	0
M00376	KMM358	KMM358	0.15384615384615385	False	3	K15052	0	0
M00376	KMM358	KMM358	0.15384615384615385	False	4	K05606	0	0
M00376	KMM358	KMM358	0.15384615384615385	False	5	(K01847,K01848+K01849)	0	0
M00376	KMM358	KMM358	0.15384615384615385	False	6	(K14471+K14472)	0	0
M00376	KMM358	KMM358	0.15384615384615385	False	7	(K00239+K00240+K00241)	1	1
M00376	KMM358	KMM358	0.15384615384615385	False	8	K01679	0	0
M00376	KMM358	KMM358	0.15384615384615385	False	9	K08691	0	0
M00376	KMM358	KMM358	0.15384615384615385	False	10	K14449	0	0
M00376	KMM358	KMM358	0.15384615384615385	False	11	K14470	0	0
M00376	KMM358	KMM358	0.15384615384615385	False	12	K09709	0	0
M00375	KMM358	KMM358	0.07142857142857142	False	0	(K01964+K15037+K15036)	0	0
M00375	KMM358	KMM358	0.07142857142857142	False	1	K15017	0	0
M00375	KMM358	KMM358	0.07142857142857142	False	2	K15039	0	0
M00375	KMM358	KMM358	0.07142857142857142	False	3	K15018	0	0
M00375	KMM358	KMM358	0.07142857142857142	False	4	K15019	0	0
M00375	KMM358	KMM358	0.07142857142857142	False	5	K15020	0	0
M00375	KMM358	KMM358	0.07142857142857142	False	6	K05606	0	0
M00375	KMM358	KMM358	0.07142857142857142	False	7	(K01848+K01849)	0	0
M00375	KMM358	KMM358	0.07142857142857142	False	8	(K15038,K15017)	0	0
M00375	KMM358	KMM358	0.07142857142857142	False	9	K14465	0	0
M00375	KMM358	KMM358	0.07142857142857142	False	10	(K14466,K18861,K25774)	0	0
M00375	KMM358	KMM358	0.07142857142857142	False	11	K14534	0	0
M00375	KMM358	KMM358	0.07142857142857142	False	12	K15016	0	0
M00375	KMM358	KMM358	0.07142857142857142	False	13	K00626	1	1
M00374	KMM358	KMM358	0.38461538461538464	False	0	(K00169+K00170+K00171+K00172)	0	0
M00374	KMM358	KMM358	0.38461538461538464	False	1	K01007	1	1
M00374	KMM358	KMM358	0.38461538461538464	False	2	K01595	1	1
M00374	KMM358	KMM358	0.38461538461538464	False	3	K00024	0	0
M00374	KMM358	KMM358	0.38461538461538464	False	4	(K01677+K01678)	0	0
M00374	KMM358	KMM358	0.38461538461538464	False	5	(K00239+K00240-K00241-K18860)	1	2
M00374	KMM358	KMM358	0.38461538461538464	False	6	(K01902+K01903)	1	1
M00374	KMM358	KMM358	0.38461538461538464	False	7	(K15038,K15017)	0	0
M00374	KMM358	KMM358	0.38461538461538464	False	8	K14465	0	0
M00374	KMM358	KMM358	0.38461538461538464	False	9	(K14467,K18861,K25774)	0	0
M00374	KMM358	KMM358	0.38461538461538464	False	10	K14534	0	0
M00374	KMM358	KMM358	0.38461538461538464	False	11	K15016	0	0
M00374	KMM358	KMM358	0.38461538461538464	False	12	K00626	1	1
M00377	KMM358	KMM358	0.42857142857142855	False	0	K00198	0	0
M00377	KMM358	KMM358	0.42857142857142855	False	1	(K05299-K15022,K22015+K25123+K25124)	0	0
M00377	KMM358	KMM358	0.42857142857142855	False	2	K01938	1	1
M00377	KMM358	KMM358	0.42857142857142855	False	3	K01491-K01500	1	1
M00377	KMM358	KMM358	0.42857142857142855	False	4	K00297-K25007-K25008	1	1
M00377	KMM358	KMM358	0.42857142857142855	False	5	K15023	0	0
M00377	KMM358	KMM358	0.42857142857142855	False	6	K14138+K00197+K00194	0	0
M00579	KMM358	KMM358	1.0	True	0	(K00625,K13788,K15024)	1	1
M00579	KMM358	KMM358	1.0	True	1	K00925	1	3
M00620	KMM358	KMM358	0.14285714285714285	False	0	(K00169+K00170+K00171+K00172)	0	0
M00620	KMM358	KMM358	0.14285714285714285	False	1	(K01959+K01960)	0	0
M00620	KMM358	KMM358	0.14285714285714285	False	2	K00024	0	0
M00620	KMM358	KMM358	0.14285714285714285	False	3	(K01677+K01678)	0	0
M00620	KMM358	KMM358	0.14285714285714285	False	4	(K18209+K18210)	0	0
M00620	KMM358	KMM358	0.14285714285714285	False	5	(K01902+K01903)	1	1
M00620	KMM358	KMM358	0.14285714285714285	False	6	(K00174+K00175+K00176+K00177)	0	0
M00357	KMM358	KMM358	0.2	False	0	((K00925 K00625),K01895)	1	1
M00357	KMM358	KMM358	0.2	False	1	(K00193+K00197+K00194)	0	0
M00357	KMM358	KMM358	0.2	False	2	(K00577+K00578+K00579+K00580+K00581-K00582-K00583+K00584)	0	0
M00357	KMM358	KMM358	0.2	False	3	(K00399+K00401+K00402)	0	0
M00357	KMM358	KMM358	0.2	False	4	(K22480+K22481+K22482,K03388+K03389+K03390,K08264+K08265,K03388+K03389+K03390+K14127+(K14126+K14128,K22516+K00125))	0	0
M00346	KMM358	KMM358	0.4444444444444444	False	0	K00600	1	1
M00346	KMM358	KMM358	0.4444444444444444	False	1	K00830	0	0
M00346	KMM358	KMM358	0.4444444444444444	False	2	K00018	1	1
M00346	KMM358	KMM358	0.4444444444444444	False	3	K11529	0	0
M00346	KMM358	KMM358	0.4444444444444444	False	4	K01689	1	1
M00346	KMM358	KMM358	0.4444444444444444	False	5	K01595	1	1
M00346	KMM358	KMM358	0.4444444444444444	False	6	K00024	0	0
M00346	KMM358	KMM358	0.4444444444444444	False	7	K08692+K14067	0	0
M00346	KMM358	KMM358	0.4444444444444444	False	8	K08691	0	0
M00345	KMM358	KMM358	0.6666666666666666	False	0	(((K08093,K13812) K08094),K13831)	0	0
M00345	KMM358	KMM358	0.6666666666666666	False	1	(K00850,K16370,K21071)	1	1
M00345	KMM358	KMM358	0.6666666666666666	False	2	K01624	1	2
M00344	KMM358	KMM358	0.5	False	0	K17100	0	0
M00344	KMM358	KMM358	0.5	False	1	K00863	0	0
M00344	KMM358	KMM358	0.5	False	2	K01624	1	2
M00344	KMM358	KMM358	0.5	False	3	K03841	1	1
M00530	KMM358	KMM358	0.5	False	0	(K00370+K00371+K00374,K02567+K02568)	1	1
M00530	KMM358	KMM358	0.5	False	1	(K00362+K00363,K03385+K15876)	0	0
M00529	KMM358	KMM358	0.25	False	0	(K00370+K00371+K00374,K02567+K02568)	1	1
M00529	KMM358	KMM358	0.25	False	1	(K00368,K15864)	0	0
M00529	KMM358	KMM358	0.25	False	2	(K04561+K02305)	0	0
M00529	KMM358	KMM358	0.25	False	3	K00376	0	0
M00176	KMM358	KMM358	1.0	True	0	(K00958+K00860,K00955+K00957,K00956+K00957+K00860)	1	1
M00176	KMM358	KMM358	1.0	True	1	K00390	1	1
M00176	KMM358	KMM358	1.0	True	2	(K00380+K00381,K00392)	1	1
M00986	KMM358	KMM358	1.0	True	0	K18367,(K17219+K17220+K17221)	1	1
M00985	KMM358	KMM358	0.0	False	0	K17229+K17230	0	0
M00990	KMM358	KMM358	0.25	False	0	K17486	0	0
M00990	KMM358	KMM358	0.25	False	1	K20034	1	1
M00990	KMM358	KMM358	0.25	False	2	K20035	0	0
M00990	KMM358	KMM358	0.25	False	3	K20036	0	0
M00991	KMM358	KMM358	0.3333333333333333	False	0	K28073	0	0
M00991	KMM358	KMM358	0.3333333333333333	False	1	(K28060,K28061)	0	0
M00991	KMM358	KMM358	0.3333333333333333	False	2	K00140	1	1
M00992	KMM358	KMM358	0.2	False	0	K28069	0	0
M00992	KMM358	KMM358	0.2	False	1	K28070	0	0
M00992	KMM358	KMM358	0.2	False	2	K28071	0	0
M00992	KMM358	KMM358	0.2	False	3	K28060	0	0
M00992	KMM358	KMM358	0.2	False	4	K00140	1	1
M00993	KMM358	KMM358	0.5	False	0	K28072	0	0
M00993	KMM358	KMM358	0.5	False	1	K19745	1	1
M00144	KMM358	KMM358	1.0	True	0	K00330+(K00331+K00332+K00333,K00331+K13378,K13380)+K00334+K00335+K00336+K00337+K00338+K00339+K00340+(K00341+K00342)+K00343	1	1
M00149	KMM358	KMM358	1.0	True	0	K00241+(K00242,K18859,K18860)+K00239+K00240	1	1
M00150	KMM358	KMM358	1.0	True	0	K00244+K00245+K00246+K00247	1	1
M00151	KMM358	KMM358	1.0	True	0	((K00412+K00413,K00410)+K00411),K03886+K03887+K03888,K03890+K03891+K03889	1	1
M00152	KMM358	KMM358	0.0	False	0	K00411+K00412+K00413+K00414+K00415+K00416+K00417+K00418+K00419+K00420	0	0
M00153	KMM358	KMM358	1.0	True	0	K00425+K00426+(K00424,K22501)	1	2
M00156	KMM358	KMM358	1.0	True	0	((K00404+K00405,K15862)+K00407+K00406)	1	1
M00157	KMM358	KMM358	1.0	True	0	K02111+K02112+K02113+K02114+K02115+K02108+K02109+K02110	1	1
M00082	KMM358	KMM358	1.0	True	0	(K11262,(K02160+K01961,K11263)+(K01962+K01963,K18472))	1	1
M00082	KMM358	KMM358	1.0	True	1	(K00665,K00667+K00668,K11533,(K00645 (K00648,K18473)))	1	1
M00083	KMM358	KMM358	1.0	True	0	K00665,(K00667 K00668),K11533,((K00647,K09458) K00059 (K02372,K01716,K16363) (K00208,K02371,K10780,K00209))	1	2
M00873	KMM358	KMM358	0.16666666666666666	False	0	K18660	0	0
M00873	KMM358	KMM358	0.16666666666666666	False	1	K03955+K00645	0	0
M00873	KMM358	KMM358	0.16666666666666666	False	2	K09458	1	1
M00873	KMM358	KMM358	0.16666666666666666	False	3	K11539+K13370	0	0
M00873	KMM358	KMM358	0.16666666666666666	False	4	K22540	0	0
M00873	KMM358	KMM358	0.16666666666666666	False	5	K07512	0	0
M00874	KMM358	KMM358	0.3333333333333333	False	0	K11262	0	0
M00874	KMM358	KMM358	0.3333333333333333	False	1	K03955+K00645	0	0
M00874	KMM358	KMM358	0.3333333333333333	False	2	K09458	1	1
M00874	KMM358	KMM358	0.3333333333333333	False	3	K00059	1	4
M00874	KMM358	KMM358	0.3333333333333333	False	4	K22541	0	0
M00874	KMM358	KMM358	0.3333333333333333	False	5	K07512	0	0
M00086	KMM358	KMM358	1.0	True	0	K01897,K15013,K28161	1	3
M00087	KMM358	KMM358	1.0	True	0	(K00232,K00249,K00255,K06445,K09479)	1	4
M00087	KMM358	KMM358	1.0	True	1	(((K01692,K07511,K13767) (K00022,K07516)),K01825,K01782,K07514,K07515,K10527)	1	2
M00087	KMM358	KMM358	1.0	True	2	(K00632,K07508,K07509,K07513)	1	2
M00885	KMM358	KMM358	0.4	False	0	K02078	1	3
M00885	KMM358	KMM358	0.4	False	1	K11263+K18472	0	0
M00885	KMM358	KMM358	0.4	False	2	K00645	1	1
M00885	KMM358	KMM358	0.4	False	3	K11608	0	0
M00885	KMM358	KMM358	0.4	False	4	K11609+K11610+(K27071+K27072,K27689)+K11611	0	0
M00886	KMM358	KMM358	0.3333333333333333	False	0	K02078	1	3
M00886	KMM358	KMM358	0.3333333333333333	False	1	K11263+K18472	0	0
M00886	KMM358	KMM358	0.3333333333333333	False	2	K00645	1	1
M00886	KMM358	KMM358	0.3333333333333333	False	3	K11608	0	0
M00886	KMM358	KMM358	0.3333333333333333	False	4	K11609+K11610+K27071+K27072+K11611	0	0
M00886	KMM358	KMM358	0.3333333333333333	False	5	K27070+K11610+K27072+(K27073,K27074)+K11611	0	0
M00088	KMM358	KMM358	0.4	False	0	K00626	1	1
M00088	KMM358	KMM358	0.4	False	1	K01641	0	0
M00088	KMM358	KMM358	0.4	False	2	K01640	1	1
M00088	KMM358	KMM358	0.4	False	3	K00019	0	0
M00088	KMM358	KMM358	0.4	False	4	K01574	0	0
M00089	KMM358	KMM358	0.25	False	0	(K00629,K13506,K13507,K00630,K13508)	0	0
M00089	KMM358	KMM358	0.25	False	1	(K00655,K13509,K13523,K19007,K13513,K13517,K13519,K14674,K22831)	1	2
M00089	KMM358	KMM358	0.25	False	2	(K01080,K15728,K18693)	0	0
M00089	KMM358	KMM358	0.25	False	3	(K11155,K11160,K14456,K22848,K22849,K27538,K27539)	0	0
M00098	KMM358	KMM358	0.5	False	0	(K01046,K12298,K16816,K13534,K14073,K14074,K14075,K14076,K22283,K14452,K22284,K14674,K14675,K17900)	1	2
M00098	KMM358	KMM358	0.5	False	1	(K01054,K25824)	0	0
M00093	KMM358	KMM358	1.0	True	0	K00981	1	1
M00093	KMM358	KMM358	1.0	True	1	(K00998,K17103)	1	1
M00093	KMM358	KMM358	1.0	True	2	K01613	1	1
M00048	KMM358	KMM358	1.0	True	0	K00764	1	1
M00048	KMM358	KMM358	1.0	True	1	(K01945,K11787,K11788,K13713)	1	1
M00048	KMM358	KMM358	1.0	True	2	(K00601,K11175,K08289,K11787,K01492)	1	2
M00048	KMM358	KMM358	1.0	True	3	(K01952,(K23269+K23264+K23265),(K23270+K23265))	1	1
M00048	KMM358	KMM358	1.0	True	4	(K01933,K11787,K11788 (K01587,K11808,K01589 K01588))	1	1
M00048	KMM358	KMM358	1.0	True	5	(K01923,K01587,K13713)	1	1
M00048	KMM358	KMM358	1.0	True	6	K01756	1	1
M00048	KMM358	KMM358	1.0	True	7	(K00602,(K01492,K06863 K11176))	1	1
M00049	KMM358	KMM358	1.0	True	0	K01939	1	1
M00049	KMM358	KMM358	1.0	True	1	K01756	1	1
M00049	KMM358	KMM358	1.0	True	2	(K00939,K18532,K18533,K00944)	1	1
M00049	KMM358	KMM358	1.0	True	3	K00940	1	1
M00050	KMM358	KMM358	1.0	True	0	K00088	1	1
M00050	KMM358	KMM358	1.0	True	1	K01951	1	1
M00050	KMM358	KMM358	1.0	True	2	K00942	1	1
M00050	KMM358	KMM358	1.0	True	3	(K00940,K18533)	1	1
M00053	KMM358	KMM358	1.0	True	0	(K00525+K00526,K10807+K10808)	1	1
M00053	KMM358	KMM358	1.0	True	1	(K00940,K18533)	1	1
M00958	KMM358	KMM358	1.0	True	0	((K01490 (K01081,K19970,K03787,K18550)),((K01081,K19970,K11751,K03787,K02566,K08693) (K01488,K19572,K05810)))	1	2
M00958	KMM358	KMM358	1.0	True	1	(K03783,K03784,K09913,K05810)	1	3
M00958	KMM358	KMM358	1.0	True	2	(K00106,K00087+K13479+K13480,K13481+K13482,K11177+K11178+K13483)	1	1
M00959	KMM358	KMM358	1.0	True	0	(K01081,K19970,K11751,K03787,K02566,K08693,K20881)	1	6
M00959	KMM358	KMM358	1.0	True	1	(K03783,K03784,K09913,K05810)	1	3
M00959	KMM358	KMM358	1.0	True	2	K01487	1	1
M00959	KMM358	KMM358	1.0	True	3	(K00106,K00087+K13479+K13480,K13481+K13482,K11177+K11178+K13483)	1	1
M00546	KMM358	KMM358	0.2	False	0	(K00106,K00087+K13479+K13480,K13481+K13482,K11177+K11178+K13483)	1	1
M00546	KMM358	KMM358	0.2	False	1	(K00365,K16838,K16839,K22879)	0	0
M00546	KMM358	KMM358	0.2	False	2	(K13484,K07127 (K13485,K16838,K16840))	0	0
M00546	KMM358	KMM358	0.2	False	3	(K01466,K16842)	0	0
M00546	KMM358	KMM358	0.2	False	4	K01477	0	0
M00051	KMM358	KMM358	1.0	True	0	(K11540,(K11541 K01465),((K01954,K01955+K01956) (K00609+K00610,K00608) K01465))	1	1
M00051	KMM358	KMM358	1.0	True	1	(K00226,K00254,K17828)	1	1
M00051	KMM358	KMM358	1.0	True	2	(K13421,K00762 K01591)	1	1
M00052	KMM358	KMM358	1.0	True	0	(K13800,K13809,K09903)	1	1
M00052	KMM358	KMM358	1.0	True	1	(K00940,K18533)	1	1
M00052	KMM358	KMM358	1.0	True	2	K01937	1	1
M00938	KMM358	KMM358	1.0	True	0	(K00525+K00526,K10807+K10808)	1	1
M00938	KMM358	KMM358	1.0	True	1	(K00940,K18533)	1	1
M00938	KMM358	KMM358	1.0	True	2	K01520	1	1
M00938	KMM358	KMM358	1.0	True	3	(K00560,K13998,K03465)	1	3
M00938	KMM358	KMM358	1.0	True	4	K00943	1	1
M00046	KMM358	KMM358	0.3333333333333333	False	0	(K00207,K17722+K17723)	0	0
M00046	KMM358	KMM358	0.3333333333333333	False	1	K01464	1	1
M00046	KMM358	KMM358	0.3333333333333333	False	2	(K01431,K06016)	0	0
M00939	KMM358	KMM358	0.4	False	0	K09018+K09024	0	0
M00939	KMM358	KMM358	0.4	False	1	K09020	0	0
M00939	KMM358	KMM358	0.4	False	2	K09021	1	1
M00939	KMM358	KMM358	0.4	False	3	K09023	0	0
M00939	KMM358	KMM358	0.4	False	4	(K09019,K16066)	1	1
M00020	KMM358	KMM358	1.0	True	0	K00058	1	1
M00020	KMM358	KMM358	1.0	True	1	K00831	1	1
M00020	KMM358	KMM358	1.0	True	2	(K01079,K02203,K22305,K25528)	1	1
M00018	KMM358	KMM358	1.0	True	0	(K00928,K12524,K12525,K12526)	1	4
M00018	KMM358	KMM358	1.0	True	1	K00133	1	2
M00018	KMM358	KMM358	1.0	True	2	(K00003,K12524,K12525)	1	2
M00018	KMM358	KMM358	1.0	True	3	(K00872,K02204,K02203)	1	1
M00018	KMM358	KMM358	1.0	True	4	K01733	1	2
M00621	KMM358	KMM358	1.0	True	0	(K00281,K00282+K00283)	1	1
M00621	KMM358	KMM358	1.0	True	1	K00605	1	1
M00621	KMM358	KMM358	1.0	True	2	K00382	1	1
M00975	KMM358	KMM358	0.5	False	0	K00479+K21832	0	0
M00975	KMM358	KMM358	0.5	False	1	(((K00309,K00315) (K00301,K00302+K00303+K00304+K00305)),K21833+K21834+K25960+K25961)	0	0
M00975	KMM358	KMM358	0.5	False	2	K00600	1	1
M00975	KMM358	KMM358	0.5	False	3	(K01752,K01754)	1	4
M00033	KMM358	KMM358	0.4	False	0	K00928	1	3
M00033	KMM358	KMM358	0.4	False	1	K00133	1	2
M00033	KMM358	KMM358	0.4	False	2	K00836	0	0
M00033	KMM358	KMM358	0.4	False	3	K06718	0	0
M00033	KMM358	KMM358	0.4	False	4	K06720	0	0
M00021	KMM358	KMM358	1.0	True	0	(K00640,K23304)	1	1
M00021	KMM358	KMM358	1.0	True	1	(K01738,K13034,K17069)	1	1
M00609	KMM358	KMM358	0.5	False	0	K00789	1	1
M00609	KMM358	KMM358	0.5	False	1	K17462	0	0
M00609	KMM358	KMM358	0.5	False	2	K01243	1	1
M00609	KMM358	KMM358	0.5	False	3	K07173	1	1
M00609	KMM358	KMM358	0.5	False	4	K17216	0	0
M00609	KMM358	KMM358	0.5	False	5	K17217	0	0
